# =============================================================================
# surname_act_freq.csv - Frequency table for surnames in the ACT
#
# Source: Australian Whitepages (http://www.whitepages.com.au)
#         (May 2001)
#
# Last update: 11/04/2002, Peter Christen
#
# =============================================================================
# Freely extensible biomedical record linkage (Febrl) Version 0.2.2
# See http://datamining.anu.edu.au/projects/linkage.html
#
# AUSTRALIAN NATIONAL UNIVERSITY OPEN SOURCE LICENSE (ANUOS LICENSE)
# VERSION 1.1
#
# The contents of this file are subject to the ANUOS License Version 1.1 (the
# "License"); you may not use this file except in compliance with the License.
# Software distributed under the License is distributed on an "AS IS" basis,
# WITHOUT WARRANTY OF ANY KIND, either express or implied. See the License for
# the specific language governing rights and limitations under the License.
# The Original Software is "surname_act_freq.csv".
# The Initial Developers of the Original Software are Dr Peter Christen
# (Department of Computer Science, Australian National University) and Dr Tim
# Churches (Centre for Epidemiology and Research, New South Wales Department
# of Health). Copyright (C) 2002, 2003 the Australian National University and
# others. All Rights Reserved.
# Contributors:
#
# =============================================================================

# =============================================================================
#
# This table is in a two-column comma separated format, with the first column
# being the names and the second a corresponding frequency count. 
#
# =============================================================================

balendren,1
bales,3
balfour,10
balgir,1
balian,1
balin,1
balint,2
balistreri,1
balkin,3
balkos,2
balkwell,2
ball,47
ballance,1
ballantyne,7
ballard,28
ballat,2
balleine,1
ballerini,3
ballinger,1
balliu,1
ballon,2
balls,1
balmaks,2
balmanno,1
balmer,1
balnaves,4
balodis,1
balogh,7
balpe,1
balshaw,4
baltgalvis,1
balthazaar,1
baltovski,2
balvedrag,1
baly,1
balys,1
balzary,1
bamber,1
bamberger,1
bamberry,1
bambery,1
bambino,2
bamblett,2
bambling,3
bambrick,3
bambridge,1
bambury,1
bamford,10
bamsey,2
banagala,1
banan,1
banans,1
banas,1
banasandra,1
bancan,1
banchit,3
bancroft,5
band,1
banda,1
bandharangshi,1
bandi,1
bandiera,1
bandle,2
bandte,2
bandy,1
banenf,1
banens,2
banerjee,3
banfield,7
banford,1
banful,1
bangash,1
banh,1
banham,4
bani,1
banjac,1
banjad,1
bank,1
banko,1
bankovsky,1
banks,34
banksia,2
bann,1
bannan,1
bannatyne,1
bannerman,9
banning,1
bannister,6
bannon,4
bannura,1
banovac,1
bansemer,1
